id,userId,quizId,score,completedAt,id_user,firstName,lastName,email,teamId,departmentId,createdAt,password,id_quiz,courseId,title,createdAt_quiz
46,705,88,87,2024-10-09 06:04:30.601,705,Arvilla,Hahn,Reyna.Stroman85@gmail.com,229,215,2024-10-09 06:04:26.875,1c_aSbDy9EPui_e,88,144,Quiz 1: Unsupervised Learning,2024-10-09 06:04:28.619
47,515,86,34,2024-10-09 06:04:30.601,515,Donato,McKenzie,Jodie.Kiehn@gmail.com,231,215,2024-10-09 06:04:26.875,qWOQ2kDODlYKwEP,86,145,Quiz 1: Neural Networks,2024-10-09 06:04:28.562
48,529,113,78,2024-10-09 06:04:30.601,529,Godfrey,Pollich,Constantin.Bailey-Mante45@yahoo.com,223,211,2024-10-09 06:04:26.877,t9AkiOkqXYOgMkP,113,160,Quiz 2: Functions and Methods,2024-10-09 06:04:29.399
50,587,121,81,2024-10-09 06:04:30.601,587,Madie,Rau,Lee.Heathcote@yahoo.com,223,211,2024-10-09 06:04:26.879,E5ldV9u9E3As3Ux,121,159,Quiz 2: Memory Management,2024-10-09 06:04:29.831
51,599,99,64,2024-10-09 06:04:30.601,599,Pascale,Hauck,Arno.Grimes61@gmail.com,230,213,2024-10-09 06:04:26.879,cM7K2iSHsVJnp62,99,162,Quiz 2: Encryption Techniques,2024-10-09 06:04:28.961
52,524,104,46,2024-10-09 06:04:30.601,524,Jamar,Schoen,Jacynthe.Bednar@gmail.com,228,215,2024-10-09 06:04:26.876,ZlWL1YaNHU2n_TM,104,152,Quiz 1: Network Protocols,2024-10-09 06:04:29.127
53,587,86,48,2024-10-09 06:04:30.601,587,Madie,Rau,Lee.Heathcote@yahoo.com,223,211,2024-10-09 06:04:26.879,E5ldV9u9E3As3Ux,86,145,Quiz 1: Neural Networks,2024-10-09 06:04:28.562
54,522,85,15,2024-10-09 06:04:30.601,522,Raquel,Streich,Edyth_Quigley@gmail.com,230,211,2024-10-09 06:04:26.877,tbqs4_wXm6sOzvS,85,151,Quiz 2: Unsupervised Learning,2024-10-09 06:04:28.522
49,520,100,27,2024-10-09 06:04:30.600,520,Reilly,Watsica,Gabriella_Pfannerstill55@yahoo.com,223,215,2024-10-09 06:04:26.876,HX5AFDu35hGVtgE,100,161,Quiz 1: Software Development Life Cycle,2024-10-09 06:04:28.990
55,591,114,6,2024-10-09 06:04:30.601,591,Damian,Rodriguez,Katrine_Jakubowski17@hotmail.com,227,213,2024-10-09 06:04:26.879,Jy9WTsKvzbKP17O,114,147,Quiz 1: Object-Oriented Programming,2024-10-09 06:04:29.434
56,529,112,79,2024-10-09 06:04:30.601,529,Godfrey,Pollich,Constantin.Bailey-Mante45@yahoo.com,223,211,2024-10-09 06:04:26.877,t9AkiOkqXYOgMkP,112,160,Quiz 1: Unsupervised Learning,2024-10-09 06:04:29.371
57,524,107,53,2024-10-09 06:04:30.601,524,Jamar,Schoen,Jacynthe.Bednar@gmail.com,228,215,2024-10-09 06:04:26.876,ZlWL1YaNHU2n_TM,107,157,Quiz 2: Memory Management,2024-10-09 06:04:29.213
58,545,100,85,2024-10-09 06:04:30.601,545,Torrey,Terry,Timothy.Sauer@yahoo.com,232,215,2024-10-09 06:04:26.878,mM7DVMs7e2Ubeak,100,161,Quiz 1: Software Development Life Cycle,2024-10-09 06:04:28.990
59,599,108,12,2024-10-09 06:04:30.601,599,Pascale,Hauck,Arno.Grimes61@gmail.com,230,213,2024-10-09 06:04:26.879,cM7K2iSHsVJnp62,108,150,Quiz 1: Encryption Techniques,2024-10-09 06:04:29.238
60,699,95,9,2024-10-09 06:04:30.601,699,Ara,Schoen,Gregorio.Bechtelar@gmail.com,228,213,2024-10-09 06:04:26.881,Y_JOsZ93hytVSTA,95,158,Quiz 2: Variables and Data Types,2024-10-09 06:04:28.843
61,699,117,67,2024-10-09 06:04:30.601,699,Ara,Schoen,Gregorio.Bechtelar@gmail.com,228,213,2024-10-09 06:04:26.881,Y_JOsZ93hytVSTA,117,143,Quiz 2: Design Patterns,2024-10-09 06:04:29.578
62,689,102,5,2024-10-09 06:04:30.601,689,Jackeline,Kihn,Benton3@hotmail.com,230,214,2024-10-09 06:04:26.881,xUGdt5OZYJ9rB0n,102,154,Quiz 1: Variables and Data Types,2024-10-09 06:04:29.058
63,699,100,60,2024-10-09 06:04:30.601,699,Ara,Schoen,Gregorio.Bechtelar@gmail.com,228,213,2024-10-09 06:04:26.881,Y_JOsZ93hytVSTA,100,161,Quiz 1: Software Development Life Cycle,2024-10-09 06:04:28.990
64,524,115,87,2024-10-09 06:04:30.601,524,Jamar,Schoen,Jacynthe.Bednar@gmail.com,228,215,2024-10-09 06:04:26.876,ZlWL1YaNHU2n_TM,115,147,Quiz 2: Functions and Methods,2024-10-09 06:04:29.493
65,599,121,11,2024-10-09 06:04:30.601,599,Pascale,Hauck,Arno.Grimes61@gmail.com,230,213,2024-10-09 06:04:26.879,cM7K2iSHsVJnp62,121,159,Quiz 2: Memory Management,2024-10-09 06:04:29.831
66,514,84,83,2024-10-09 06:04:30.601,514,Amalia,Walker,Verlie_Roberts@yahoo.com,224,212,2024-10-09 06:04:26.874,E3MODWcVpcVaGyi,84,151,Quiz 1: Supervised Learning,2024-10-09 06:04:28.481
67,513,87,94,2024-10-09 06:04:30.601,513,Linwood,Dickens,Alec_Tillman@gmail.com,224,211,2024-10-09 06:04:26.875,pdOfaYG3BWuVSGp,87,145,Quiz 2: HTML and CSS,2024-10-09 06:04:28.591
68,529,101,87,2024-10-09 06:04:30.601,529,Godfrey,Pollich,Constantin.Bailey-Mante45@yahoo.com,223,211,2024-10-09 06:04:26.877,t9AkiOkqXYOgMkP,101,161,Quiz 2: Supervised Learning,2024-10-09 06:04:29.023
69,589,90,70,2024-10-09 06:04:30.601,589,Jasen,Zemlak,Lucinda.Stokes83@gmail.com,231,211,2024-10-09 06:04:26.879,4DG1LZxup3PJl_4,90,146,Quiz 1: Object-Oriented Programming,2024-10-09 06:04:28.674
70,688,104,4,2024-10-09 06:04:30.601,688,Norma,Beahan,Webster5@hotmail.com,224,211,2024-10-09 06:04:26.881,GGBcQc3zvMSuNlg,104,152,Quiz 1: Network Protocols,2024-10-09 06:04:29.127
71,688,84,45,2024-10-09 06:04:30.601,688,Norma,Beahan,Webster5@hotmail.com,224,211,2024-10-09 06:04:26.881,GGBcQc3zvMSuNlg,84,151,Quiz 1: Supervised Learning,2024-10-09 06:04:28.481
72,688,117,45,2024-10-09 06:04:30.601,688,Norma,Beahan,Webster5@hotmail.com,224,211,2024-10-09 06:04:26.881,GGBcQc3zvMSuNlg,117,143,Quiz 2: Design Patterns,2024-10-09 06:04:29.578
73,690,90,61,2024-10-09 06:04:30.601,690,Cecilia,Buckridge,Jakob9@hotmail.com,229,214,2024-10-09 06:04:26.882,ezQxAYpPfMQrejB,90,146,Quiz 1: Object-Oriented Programming,2024-10-09 06:04:28.674
74,690,93,41,2024-10-09 06:04:30.601,690,Cecilia,Buckridge,Jakob9@hotmail.com,229,214,2024-10-09 06:04:26.882,ezQxAYpPfMQrejB,93,155,Quiz 2: Memory Management,2024-10-09 06:04:28.771
75,524,110,62,2024-10-09 06:04:30.601,524,Jamar,Schoen,Jacynthe.Bednar@gmail.com,228,215,2024-10-09 06:04:26.876,ZlWL1YaNHU2n_TM,110,148,Quiz 1: Unsupervised Learning,2024-10-09 06:04:29.311
76,604,87,89,2024-10-09 06:04:30.601,604,Maryam,Brakus,Brady98@gmail.com,223,213,2024-10-09 06:04:26.879,xJF5U3hzglb3wSM,87,145,Quiz 2: HTML and CSS,2024-10-09 06:04:28.591
77,690,89,94,2024-10-09 06:04:30.601,690,Cecilia,Buckridge,Jakob9@hotmail.com,229,214,2024-10-09 06:04:26.882,ezQxAYpPfMQrejB,89,144,Quiz 2: Control Structures,2024-10-09 06:04:28.650
78,513,104,0,2024-10-09 06:04:30.601,513,Linwood,Dickens,Alec_Tillman@gmail.com,224,211,2024-10-09 06:04:26.875,pdOfaYG3BWuVSGp,104,152,Quiz 1: Network Protocols,2024-10-09 06:04:29.127
79,514,93,76,2024-10-09 06:04:30.601,514,Amalia,Walker,Verlie_Roberts@yahoo.com,224,212,2024-10-09 06:04:26.874,E3MODWcVpcVaGyi,93,155,Quiz 2: Memory Management,2024-10-09 06:04:28.771
80,529,114,40,2024-10-09 06:04:30.601,529,Godfrey,Pollich,Constantin.Bailey-Mante45@yahoo.com,223,211,2024-10-09 06:04:26.877,t9AkiOkqXYOgMkP,114,147,Quiz 1: Object-Oriented Programming,2024-10-09 06:04:29.434
81,589,100,43,2024-10-09 06:04:30.601,589,Jasen,Zemlak,Lucinda.Stokes83@gmail.com,231,211,2024-10-09 06:04:26.879,4DG1LZxup3PJl_4,100,161,Quiz 1: Software Development Life Cycle,2024-10-09 06:04:28.990
82,691,110,61,2024-10-09 06:04:30.601,691,Romaine,Reilly,Margot91@hotmail.com,229,215,2024-10-09 06:04:26.882,gPi626QYQUXNYT4,110,148,Quiz 1: Unsupervised Learning,2024-10-09 06:04:29.311
83,691,119,91,2024-10-09 06:04:30.601,691,Romaine,Reilly,Margot91@hotmail.com,229,215,2024-10-09 06:04:26.882,gPi626QYQUXNYT4,119,153,Quiz 2: Control Structures,2024-10-09 06:04:29.700
84,694,84,56,2024-10-09 06:04:30.601,694,Adonis,Yundt,Sasha_Larson58@hotmail.com,225,211,2024-10-09 06:04:26.882,UFrCkalBmgceheO,84,151,Quiz 1: Supervised Learning,2024-10-09 06:04:28.481
85,524,101,94,2024-10-09 06:04:30.601,524,Jamar,Schoen,Jacynthe.Bednar@gmail.com,228,215,2024-10-09 06:04:26.876,ZlWL1YaNHU2n_TM,101,161,Quiz 2: Supervised Learning,2024-10-09 06:04:29.023
86,513,116,62,2024-10-09 06:04:30.601,513,Linwood,Dickens,Alec_Tillman@gmail.com,224,211,2024-10-09 06:04:26.875,pdOfaYG3BWuVSGp,116,143,Quiz 1: Memory Management,2024-10-09 06:04:29.539
87,595,122,46,2024-10-09 06:04:30.601,595,Demetris,Wintheiser,Bryana25@gmail.com,231,214,2024-10-09 06:04:26.879,WQMUT1OOzs5xu4f,122,156,Quiz 1: Process Management,2024-10-09 06:04:29.909
88,514,104,94,2024-10-09 06:04:30.601,514,Amalia,Walker,Verlie_Roberts@yahoo.com,224,212,2024-10-09 06:04:26.874,E3MODWcVpcVaGyi,104,152,Quiz 1: Network Protocols,2024-10-09 06:04:29.127
89,694,104,36,2024-10-09 06:04:30.601,694,Adonis,Yundt,Sasha_Larson58@hotmail.com,225,211,2024-10-09 06:04:26.882,UFrCkalBmgceheO,104,152,Quiz 1: Network Protocols,2024-10-09 06:04:29.127
90,706,113,47,2024-10-09 06:04:30.601,706,Loraine,Zemlak,Berneice43@yahoo.com,225,211,2024-10-09 06:04:26.876,j5g2VcMm3OCqRX8,113,160,Quiz 2: Functions and Methods,2024-10-09 06:04:29.399
91,599,98,20,2024-10-09 06:04:30.601,599,Pascale,Hauck,Arno.Grimes61@gmail.com,230,213,2024-10-09 06:04:26.879,cM7K2iSHsVJnp62,98,162,Quiz 1: Neural Networks,2024-10-09 06:04:28.934
92,691,116,43,2024-10-09 06:04:30.601,691,Romaine,Reilly,Margot91@hotmail.com,229,215,2024-10-09 06:04:26.882,gPi626QYQUXNYT4,116,143,Quiz 1: Memory Management,2024-10-09 06:04:29.539
93,694,85,40,2024-10-09 06:04:30.601,694,Adonis,Yundt,Sasha_Larson58@hotmail.com,225,211,2024-10-09 06:04:26.882,UFrCkalBmgceheO,85,151,Quiz 2: Unsupervised Learning,2024-10-09 06:04:28.522
94,694,92,30,2024-10-09 06:04:30.601,694,Adonis,Yundt,Sasha_Larson58@hotmail.com,225,211,2024-10-09 06:04:26.882,UFrCkalBmgceheO,92,155,Quiz 1: Object-Oriented Programming,2024-10-09 06:04:28.728
95,513,119,71,2024-10-09 06:04:30.601,513,Linwood,Dickens,Alec_Tillman@gmail.com,224,211,2024-10-09 06:04:26.875,pdOfaYG3BWuVSGp,119,153,Quiz 2: Control Structures,2024-10-09 06:04:29.700
96,543,113,0,2024-10-09 06:04:30.601,543,Crystel,Ankunding,Bridie93@gmail.com,228,214,2024-10-09 06:04:26.878,cBAQD3BPTOLrvlB,113,160,Quiz 2: Functions and Methods,2024-10-09 06:04:29.399
97,701,116,62,2024-10-09 06:04:30.601,701,Verla,Gleason,Cristobal46@hotmail.com,230,212,2024-10-09 06:04:26.882,p3kz57gpUgzeN3G,116,143,Quiz 1: Memory Management,2024-10-09 06:04:29.539
98,701,113,61,2024-10-09 06:04:30.601,701,Verla,Gleason,Cristobal46@hotmail.com,230,212,2024-10-09 06:04:26.882,p3kz57gpUgzeN3G,113,160,Quiz 2: Functions and Methods,2024-10-09 06:04:29.399
99,701,109,25,2024-10-09 06:04:30.601,701,Verla,Gleason,Cristobal46@hotmail.com,230,212,2024-10-09 06:04:26.882,p3kz57gpUgzeN3G,109,150,Quiz 2: Memory Management,2024-10-09 06:04:29.276
100,533,114,50,2024-10-09 06:04:30.601,533,Morgan,Abshire,William_Rolfson@gmail.com,225,213,2024-10-09 06:04:26.877,zrpEJcnruIwd_Ft,114,147,Quiz 1: Object-Oriented Programming,2024-10-09 06:04:29.434
101,698,100,46,2024-10-09 06:04:30.601,698,Bernadine,Friesen,Misael93@yahoo.com,228,213,2024-10-09 06:04:26.882,2fnuqfLYp5pI0C4,100,161,Quiz 1: Software Development Life Cycle,2024-10-09 06:04:28.990
102,544,107,17,2024-10-09 06:04:30.601,544,Ferne,Beahan,Nolan_Dickens@gmail.com,229,215,2024-10-09 06:04:26.878,mJyYXOEQcqDFMZZ,107,157,Quiz 2: Memory Management,2024-10-09 06:04:29.213
103,692,108,33,2024-10-09 06:04:30.601,692,Sunny,Brakus,Mariela2@gmail.com,223,215,2024-10-09 06:04:26.882,jK5J6nzPdjVSC6Y,108,150,Quiz 1: Encryption Techniques,2024-10-09 06:04:29.238
104,513,95,62,2024-10-09 06:04:30.601,513,Linwood,Dickens,Alec_Tillman@gmail.com,224,211,2024-10-09 06:04:26.875,pdOfaYG3BWuVSGp,95,158,Quiz 2: Variables and Data Types,2024-10-09 06:04:28.843
105,595,85,72,2024-10-09 06:04:30.601,595,Demetris,Wintheiser,Bryana25@gmail.com,231,214,2024-10-09 06:04:26.879,WQMUT1OOzs5xu4f,85,151,Quiz 2: Unsupervised Learning,2024-10-09 06:04:28.522
106,692,103,6,2024-10-09 06:04:30.601,692,Sunny,Brakus,Mariela2@gmail.com,223,215,2024-10-09 06:04:26.882,jK5J6nzPdjVSC6Y,103,154,Quiz 2: Authentication Methods,2024-10-09 06:04:29.097
107,692,114,69,2024-10-09 06:04:30.601,692,Sunny,Brakus,Mariela2@gmail.com,223,215,2024-10-09 06:04:26.882,jK5J6nzPdjVSC6Y,114,147,Quiz 1: Object-Oriented Programming,2024-10-09 06:04:29.434
108,692,93,98,2024-10-09 06:04:30.601,692,Sunny,Brakus,Mariela2@gmail.com,223,215,2024-10-09 06:04:26.882,jK5J6nzPdjVSC6Y,93,155,Quiz 2: Memory Management,2024-10-09 06:04:28.771
109,605,102,48,2024-10-09 06:04:30.601,605,Glenna,Ruecker,Jackson81@yahoo.com,227,211,2024-10-09 06:04:26.879,ZJ3bdXMgz6o5PBi,102,154,Quiz 1: Variables and Data Types,2024-10-09 06:04:29.058
110,695,106,93,2024-10-09 06:04:30.601,695,Caroline,Boehm,Buddy.Wunsch@yahoo.com,224,213,2024-10-09 06:04:26.882,qirR73Z7yaFdeCf,106,157,Quiz 1: Unsupervised Learning,2024-10-09 06:04:29.182
111,516,120,83,2024-10-09 06:04:30.601,516,Nyasia,Crona,Taylor_Hackett52@yahoo.com,223,211,2024-10-09 06:04:26.876,m8a4_P62_8P_Qcf,120,159,Quiz 1: Object-Oriented Programming,2024-10-09 06:04:29.777
112,697,118,25,2024-10-09 06:04:30.601,697,Alene,Hodkiewicz,Linnea_Ankunding@hotmail.com,224,214,2024-10-09 06:04:26.882,ryRIQ4fuNlfKzT3,118,153,Quiz 1: Software Development Life Cycle,2024-10-09 06:04:29.612
113,595,90,22,2024-10-09 06:04:30.601,595,Demetris,Wintheiser,Bryana25@gmail.com,231,214,2024-10-09 06:04:26.879,WQMUT1OOzs5xu4f,90,146,Quiz 1: Object-Oriented Programming,2024-10-09 06:04:28.674
114,693,107,80,2024-10-09 06:04:30.601,693,Abbey,Padberg,Ericka.Nolan69@gmail.com,232,212,2024-10-09 06:04:26.882,DhapH0Xe7nlHlki,107,157,Quiz 2: Memory Management,2024-10-09 06:04:29.213
115,692,122,59,2024-10-09 06:04:30.601,692,Sunny,Brakus,Mariela2@gmail.com,223,215,2024-10-09 06:04:26.882,jK5J6nzPdjVSC6Y,122,156,Quiz 1: Process Management,2024-10-09 06:04:29.909
116,544,121,42,2024-10-09 06:04:30.601,544,Ferne,Beahan,Nolan_Dickens@gmail.com,229,215,2024-10-09 06:04:26.878,mJyYXOEQcqDFMZZ,121,159,Quiz 2: Memory Management,2024-10-09 06:04:29.831
117,697,99,17,2024-10-09 06:04:30.601,697,Alene,Hodkiewicz,Linnea_Ankunding@hotmail.com,224,214,2024-10-09 06:04:26.882,ryRIQ4fuNlfKzT3,99,162,Quiz 2: Encryption Techniques,2024-10-09 06:04:28.961
118,595,105,43,2024-10-09 06:04:30.601,595,Demetris,Wintheiser,Bryana25@gmail.com,231,214,2024-10-09 06:04:26.879,WQMUT1OOzs5xu4f,105,152,Quiz 2: Memory Management,2024-10-09 06:04:29.156
119,518,118,4,2024-10-09 06:04:30.601,518,Timothy,McKenzie,Pinkie.Shields@hotmail.com,232,212,2024-10-09 06:04:26.876,MJKXspepVajM1Q9,118,153,Quiz 1: Software Development Life Cycle,2024-10-09 06:04:29.612
120,605,115,73,2024-10-09 06:04:30.601,605,Glenna,Ruecker,Jackson81@yahoo.com,227,211,2024-10-09 06:04:26.879,ZJ3bdXMgz6o5PBi,115,147,Quiz 2: Functions and Methods,2024-10-09 06:04:29.493
121,611,91,87,2024-10-09 06:04:30.601,611,Wilfredo,Carter,Sylvester_Deckow@hotmail.com,227,215,2024-10-09 06:04:26.879,ATlcQt6w6ZKUULx,91,146,Quiz 2: Network Protocols,2024-10-09 06:04:28.700
122,611,95,54,2024-10-09 06:04:30.601,611,Wilfredo,Carter,Sylvester_Deckow@hotmail.com,227,215,2024-10-09 06:04:26.879,ATlcQt6w6ZKUULx,95,158,Quiz 2: Variables and Data Types,2024-10-09 06:04:28.843
123,693,103,31,2024-10-09 06:04:30.601,693,Abbey,Padberg,Ericka.Nolan69@gmail.com,232,212,2024-10-09 06:04:26.882,DhapH0Xe7nlHlki,103,154,Quiz 2: Authentication Methods,2024-10-09 06:04:29.097
124,544,113,24,2024-10-09 06:04:30.601,544,Ferne,Beahan,Nolan_Dickens@gmail.com,229,215,2024-10-09 06:04:26.878,mJyYXOEQcqDFMZZ,113,160,Quiz 2: Functions and Methods,2024-10-09 06:04:29.399
125,701,106,9,2024-10-09 06:04:30.601,701,Verla,Gleason,Cristobal46@hotmail.com,230,212,2024-10-09 06:04:26.882,p3kz57gpUgzeN3G,106,157,Quiz 1: Unsupervised Learning,2024-10-09 06:04:29.182
126,693,116,12,2024-10-09 06:04:30.601,693,Abbey,Padberg,Ericka.Nolan69@gmail.com,232,212,2024-10-09 06:04:26.882,DhapH0Xe7nlHlki,116,143,Quiz 1: Memory Management,2024-10-09 06:04:29.539
127,543,110,88,2024-10-09 06:04:30.601,543,Crystel,Ankunding,Bridie93@gmail.com,228,214,2024-10-09 06:04:26.878,cBAQD3BPTOLrvlB,110,148,Quiz 1: Unsupervised Learning,2024-10-09 06:04:29.311
128,518,113,95,2024-10-09 06:04:30.601,518,Timothy,McKenzie,Pinkie.Shields@hotmail.com,232,212,2024-10-09 06:04:26.876,MJKXspepVajM1Q9,113,160,Quiz 2: Functions and Methods,2024-10-09 06:04:29.399
129,596,90,60,2024-10-09 06:04:30.601,596,Geovanny,Leannon,Ricardo_Kiehn@yahoo.com,229,211,2024-10-09 06:04:26.879,IoS__vsUJACSmYm,90,146,Quiz 1: Object-Oriented Programming,2024-10-09 06:04:28.674
